cantica;canto;range_versi;terzina
Inferno;IX;31_33;"Questa palude che 'l gran puzzo spira cigne dintorno la città dolente, u' non potemo intrare omai sanz'ira""."
Inferno;IX;34_36;"E altro disse, ma non l'ho a mente; però che l'occhio m'avea tutto tratto ver' l'alta torre a la cima rovente,"
Inferno;IX;37_39;dove in un punto furon dritte ratto tre furïe infernal di sangue tinte, che membra feminine avieno e atto,
Inferno;IX;40_42;"e con idre verdissime eran cinte; serpentelli e ceraste avien per crine, onde le fiere tempie erano avvinte."
Inferno;IX;43_45;"E quei, che ben conobbe le meschine de la regina de l'etterno pianto, ""Guarda"", mi disse, ""le feroci Erine."
Inferno;IX;46_48;"Quest'è Megera dal sinistro canto; quella che piange dal destro è Aletto; Tesifón è nel mezzo""; e tacque a tanto."
Inferno;IX;49_51;"Con l'unghie si fendea ciascuna il petto; battiensi a palme e gridavan sì alto, ch'i' mi strinsi al poeta per sospetto."
Inferno;IX;52_54;"""Vegna Medusa: sì 'l farem di smalto"", dicevan tutte riguardando in giuso; ""mal non vengiammo in Tesëo l'assalto""."
Inferno;IX;55_57;"""Volgiti 'n dietro e tien lo viso chiuso; ché se 'l Gorgón si mostra e tu 'l vedessi, nulla sarebbe di tornar mai suso""."
Inferno;IX;58_60;"Così disse 'l maestro; ed elli stessi mi volse, e non si tenne a le mie mani, che con le sue ancor non mi chiudessi."
Inferno;IX;61_63;O voi ch'avete li 'ntelletti sani, mirate la dottrina che s'asconde sotto 'l velame de li versi strani.
Inferno;IX;64_66;E già venìa su per le torbide onde un fracasso d'un suon, pien di spavento, per cui tremavano amendue le sponde,
Inferno;IX;67_69;non altrimenti fatto che d'un vento impetüoso per li avversi ardori, che fier la selva e sanz'alcun rattento
Inferno;IX;70_72;"li rami schianta, abbatte e porta fori; dinanzi polveroso va superbo, e fa fuggir le fiere e li pastori."
Inferno;IX;73_75;"Li occhi mi sciolse e disse: ""Or drizza il nerbo del viso su per quella schiuma antica per indi ove quel fummo è più acerbo""."
Inferno;IX;76_78;Come le rane innanzi a la nimica biscia per l'acqua si dileguan tutte, fin ch'a la terra ciascuna s'abbica,
Inferno;IX;79_81;vid'io più di mille anime distrutte fuggir così dinanzi ad un ch'al passo passava Stige con le piante asciutte.
Inferno;IX;82_84;"Dal volto rimovea quell'aere grasso, menando la sinistra innanzi spesso; e sol di quell'angoscia parea lasso."
Inferno;IX;85_87;"Ben m'accorsi ch'elli era da ciel messo, e volsimi al maestro; e quei fé segno ch'i' stessi queto ed inchinassi ad esso."
Inferno;IX;88_90;Ahi quanto mi parea pien di disdegno! Venne a la porta, e con una verghetta l'aperse, che non v'ebbe alcun ritegno.
Inferno;IX;91_93;"""O cacciati del ciel, gente dispetta"", cominciò elli in su l'orribil soglia, ""ond'esta oltracotanza in voi s'alletta?"
Inferno;IX;94_96;Perché recalcitrate a quella voglia a cui non puote il fin mai esser mozzo, e che più volte v'ha cresciuta doglia?
Inferno;IX;97_99;"Che giova ne le fata dar di cozzo? Cerbero vostro, se ben vi ricorda, ne porta ancor pelato il mento e 'l gozzo""."
Inferno;IX;100_102;Poi si rivolse per la strada lorda, e non fé motto a noi, ma fé sembiante d'omo cui altra cura stringa e morda
Inferno;IX;103_105;"che quella di colui che li è davante; e noi movemmo i piedi inver' la terra, sicuri appresso le parole sante."
Inferno;IX;106_108;"Dentro li 'ntrammo sanz'alcuna guerra; e io, ch'avea di riguardar disio la condizion che tal fortezza serra,"
Inferno;IX;109_111;com'io fui dentro, l'occhio intorno invio: e veggio ad ogne man grande campagna, piena di duolo e di tormento rio.
Inferno;IX;112_114;Sì come ad Arli, ove Rodano stagna, sì com'a Pola, presso del Carnaro ch'Italia chiude e suoi termini bagna,
Inferno;IX;115_117;"fanno i sepulcri tutt'il loco varo, così facevan quivi d'ogne parte, salvo che 'l modo v'era più amaro;"
Inferno;IX;118_120;ché tra gli avelli fiamme erano sparte, per le quali eran sì del tutto accesi, che ferro più non chiede verun'arte.
Inferno;IX;121_123;Tutti li lor coperchi eran sospesi, e fuor n'uscivan sì duri lamenti, che ben parean di miseri e d'offesi.
Inferno;IX;124_126;"E io: ""Maestro, quai son quelle genti che, seppellite dentro da quell'arche, si fan sentir coi sospiri dolenti?""."
Inferno;IX;127_129;"E quelli a me: ""Qui son li eresïarche con lor seguaci, d'ogne setta, e molto più che non credi son le tombe carche."
Inferno;IX;130_132;"Simile qui con simile è sepolto, e i monimenti son più e men caldi"". E poi ch'a la man destra si fu vòlto,"
Inferno;IX;133;passammo tra i martìri e li alti spaldi.
Inferno;X;1_3;Ora sen va per un secreto calle, tra 'l muro de la terra e li martìri, lo mio maestro, e io dopo le spalle.
Inferno;X;4_6;"""O virtù somma, che per li empi giri mi volvi"", cominciai, ""com'a te piace, parlami, e sodisfammi a' miei disiri."
Inferno;X;7_9;"La gente che per li sepolcri giace potrebbesi veder? già son levati tutt'i coperchi, e nessun guardia face""."
Inferno;X;10_12;"E quelli a me: ""Tutti saran serrati quando di Iosafàt qui torneranno coi corpi che là sù hanno lasciati."
Inferno;X;13_15;Suo cimitero da questa parte hanno con Epicuro tutti suoi seguaci, che l'anima col corpo morta fanno.
Inferno;X;16_18;"Però a la dimanda che mi faci quinc'entro satisfatto sarà tosto, e al disio ancor che tu mi taci""."
Inferno;X;19_21;"E io: ""Buon duca, non tegno riposto a te mio cuor se non per dicer poco, e tu m'hai non pur mo a ciò disposto""."
Inferno;X;22_24;"""O Tosco che per la città del foco vivo ten vai così parlando onesto, piacciati di restare in questo loco."
Inferno;X;25_27;"La tua loquela ti fa manifesto di quella nobil patrïa natio, a la qual forse fui troppo molesto""."
Inferno;X;28_30;"Subitamente questo suono uscìo d'una de l'arche; però m'accostai, temendo, un poco più al duca mio."
Inferno;X;31_33;"Ed el mi disse: ""Volgiti! Che fai? Vedi là Farinata che s'è dritto: da la cintola in sù tutto 'l vedrai""."
Inferno;X;34_36;"Io avea già il mio viso nel suo fitto; ed el s'ergea col petto e con la fronte com'avesse l'inferno a gran dispitto."
Inferno;X;37_39;"E l'animose man del duca e pronte mi pinser tra le sepulture a lui, dicendo: ""Le parole tue sien conte""."
Inferno;X;40_42;"Com'io al piè de la sua tomba fui, guardommi un poco, e poi, quasi sdegnoso, mi dimandò: ""Chi fuor li maggior tui?""."
Inferno;X;43_45;"Io ch'era d'ubidir disideroso, non gliel celai, ma tutto gliel'apersi; ond'ei levò le ciglia un poco in suso;"
Inferno;X;46_48;"poi disse: ""Fieramente furo avversi a me e a miei primi e a mia parte, sì che per due fïate li dispersi""."
Inferno;X;49_51;"""S'ei fur cacciati, ei tornar d'ogne parte"", rispuos'io lui, ""l'una e l'altra fïata; ma i vostri non appreser ben quell'arte""."
Inferno;X;52_54;Allor surse a la vista scoperchiata un'ombra, lungo questa, infino al mento: credo che s'era in ginocchie levata.
Inferno;X;55_57;"Dintorno mi guardò, come talento avesse di veder s'altri era meco; e poi che 'l sospecciar fu tutto spento,"
Inferno;X;58_60;"piangendo disse: ""Se per questo cieco carcere vai per altezza d'ingegno, mio figlio ov'è? e perché non è teco?""."
Inferno;X;61_63;"E io a lui: ""Da me stesso non vegno: colui ch'attende là, per qui mi mena forse cui Guido vostro ebbe a disdegno""."
Inferno;X;64_66;"Le sue parole e 'l modo de la pena m'avean di costui già letto il nome; però fu la risposta così piena."
Inferno;X;67_69;"Di sùbito drizzato gridò: ""Come? dicesti ""elli ebbe""? non viv'elli ancora? non fiere li occhi suoi lo dolce lume?""."
Inferno;X;70_72;Quando s'accorse d'alcuna dimora ch'io facëa dinanzi a la risposta, supin ricadde e più non parve fora.
Inferno;X;73_75;"Ma quell'altro magnanimo, a cui posta restato m'era, non mutò aspetto, né mosse collo, né piegò sua costa;"
Inferno;X;76_78;"e sé continüando al primo detto, ""S'elli han quell'arte"", disse, ""male appresa, ciò mi tormenta più che questo letto."
Inferno;X;79_81;Ma non cinquanta volte fia raccesa la faccia de la donna che qui regge, che tu saprai quanto quell'arte pesa.
Inferno;X;82_84;"E se tu mai nel dolce mondo regge, dimmi: perché quel popolo è sì empio incontr'a' miei in ciascuna sua legge?""."
Inferno;X;85_87;"Ond'io a lui: ""Lo strazio e 'l grande scempio che fece l'Arbia colorata in rosso, tal orazion fa far nel nostro tempio""."
Inferno;X;88_90;"Poi ch'ebbe sospirando il capo mosso, ""A ciò non fu' io sol"", disse, ""né certo sanza cagion con li altri sarei mosso."
Inferno;X;91_93;"Ma fu' io solo, là dove sofferto fu per ciascun di tòrre via Fiorenza, colui che la difesi a viso aperto""."
Inferno;X;94_96;"""Deh, se riposi mai vostra semenza"", prega' io lui, ""solvetemi quel nodo che qui ha 'nviluppata mia sentenza."
Inferno;X;97_99;"El par che voi veggiate, se ben odo, dinanzi quel che 'l tempo seco adduce, e nel presente tenete altro modo""."
Inferno;X;100_102;"""Noi veggiam, come quei c'ha mala luce, le cose"", disse, ""che ne son lontano; cotanto ancor ne splende il sommo duce."
Inferno;X;103_105;"Quando s'appressano o son, tutto è vano nostro intelletto; e s'altri non ci apporta, nulla sapem di vostro stato umano."
Inferno;X;106_108;"Però comprender puoi che tutta morta fia nostra conoscenza da quel punto che del futuro fia chiusa la porta""."
Inferno;X;109_111;"Allor, come di mia colpa compunto, dissi: ""Or direte dunque a quel caduto che 'l suo nato è co' vivi ancor congiunto;"
Inferno;X;112_114;"e s'i' fui, dianzi, a la risposta muto, fate i saper che 'l fei perché pensava già ne l'error che m'avete soluto""."
Inferno;X;115_117;"E già 'l maestro mio mi richiamava; per ch'i' pregai lo spirto più avaccio che mi dicesse chi con lu' istava."
Inferno;X;118_120;"Dissemi: ""Qui con più di mille giaccio: qua dentro è 'l secondo Federico e 'l Cardinale; e de li altri mi taccio""."
Inferno;X;121_123;"Indi s'ascose; e io inver' l'antico poeta volsi i passi, ripensando a quel parlar che mi parea nemico."
Inferno;X;124_126;"Elli si mosse; e poi, così andando, mi disse: ""Perché se' tu sì smarrito?"". E io li sodisfeci al suo dimando."
Inferno;X;127_129;"""La mente tua conservi quel ch'udito hai contra te"", mi comandò quel saggio; ""e ora attendi qui"", e drizzò 'l dito:"
Inferno;X;130_132;"""quando sarai dinanzi al dolce raggio di quella il cui bell'occhio tutto vede, da lei saprai di tua vita il vïaggio""."
Inferno;X;133_135;Appresso mosse a man sinistra il piede: lasciammo il muro e gimmo inver' lo mezzo per un sentier ch'a una valle fiede,
Inferno;X;136;che 'nfin là sù facea spiacer suo lezzo.
Inferno;XI;1_3;"In su l'estremità d'un'alta ripa che facevan gran pietre rotte in cerchio, venimmo sopra più crudele stipa;"
Inferno;XI;4_6;e quivi, per l'orribile soperchio del puzzo che 'l profondo abisso gitta, ci raccostammo, in dietro, ad un coperchio
Inferno;XI;7_9;"d'un grand'avello, ov'io vidi una scritta che dicea: ""Anastasio papa guardo, lo qual trasse Fotin de la via dritta""."
Inferno;XI;10_12;"""Lo nostro scender conviene esser tardo, sì che s'ausi un poco in prima il senso al tristo fiato; e poi no i fia riguardo""."
Inferno;XI;13_15;"Così 'l maestro; e io ""Alcun compenso"", dissi lui, ""trova che 'l tempo non passi perduto"". Ed elli: ""Vedi ch'a ciò penso""."
Inferno;XI;16_18;"""Figliuol mio, dentro da cotesti sassi"", cominciò poi a dir, ""son tre cerchietti di grado in grado, come que' che lassi."
Inferno;XI;19_21;"Tutti son pien di spirti maladetti; ma perché poi ti basti pur la vista, intendi come e perché son costretti."
Inferno;XI;22_24;D'ogne malizia, ch'odio in cielo acquista, ingiuria è 'l fine, ed ogne fin cotale o con forza o con frode altrui contrista.
Inferno;XI;25_27;"Ma perché frode è de l'uom proprio male, più spiace a Dio; e però stan di sotto li frodolenti, e più dolor li assale."
Inferno;XI;28_30;"Di vïolenti il primo cerchio è tutto; ma perché si fa forza a tre persone, in tre gironi è distinto e costrutto."
Inferno;XI;31_33;A Dio, a sé, al prossimo si pòne far forza, dico in loro e in lor cose, come udirai con aperta ragione.
Inferno;XI;34_36;"Morte per forza e ferute dogliose nel prossimo si danno, e nel suo avere ruine, incendi e tollette dannose;"
Inferno;XI;37_39;onde omicide e ciascun che mal fiere, guastatori e predon, tutti tormenta lo giron primo per diverse schiere.
Inferno;XI;40_42;"Puote omo avere in sé man vïolenta e ne' suoi beni; e però nel secondo giron convien che sanza pro si penta"
Inferno;XI;43_45;qualunque priva sé del vostro mondo, biscazza e fonde la sua facultade, e piange là dov'esser de' giocondo.
Inferno;XI;46_48;"Puossi far forza ne la deïtade, col cor negando e bestemmiando quella, e spregiando natura e sua bontade;"
Inferno;XI;49_51;e però lo minor giron suggella del segno suo e Soddoma e Caorsa e chi, spregiando Dio col cor, favella.
Inferno;XI;52_54;La frode, ond'ogne coscïenza è morsa, può l'omo usare in colui che 'n lui fida e in quel che fidanza non imborsa.
Inferno;XI;55_57;"Questo modo di retro par ch'incida pur lo vinco d'amor che fa natura; onde nel cerchio secondo s'annida"
Inferno;XI;58_60;ipocresia, lusinghe e chi affattura, falsità, ladroneccio e simonia, ruffian, baratti e simile lordura.
Inferno;XI;61_63;"Per l'altro modo quell'amor s'oblia che fa natura, e quel ch'è poi aggiunto, di che la fede spezïal si cria;"
Inferno;XI;64_66;"onde nel cerchio minore, ov'è 'l punto de l'universo in su che Dite siede, qualunque trade in etterno è consunto""."
Inferno;XI;67_69;"E io: ""Maestro, assai chiara procede la tua ragione, e assai ben distingue questo baràtro e 'l popol ch'e' possiede."
Inferno;XI;70_72;Ma dimmi: quei de la palude pingue, che mena il vento, e che batte la pioggia, e che s'incontran con sì aspre lingue,
Inferno;XI;73_75;"perché non dentro da la città roggia sono ei puniti, se Dio li ha in ira? e se non li ha, perché sono a tal foggia?""."
Inferno;XI;76_78;"Ed elli a me ""Perché tanto delira"", disse ""lo 'ngegno tuo da quel che sòle? o ver la mente dove altrove mira?"
Inferno;XI;79_81;Non ti rimembra di quelle parole con le quai la tua Etica pertratta le tre disposizion che 'l ciel non vole,
Inferno;XI;82_84;incontenenza, malizia e la matta bestialitade? e come incontenenza men Dio offende e men biasimo accatta?
Inferno;XI;85_87;Se tu riguardi ben questa sentenza, e rechiti a la mente chi son quelli che sù di fuor sostegnon penitenza,
Inferno;XI;88_90;"tu vedrai ben perché da questi felli sien dipartiti, e perché men crucciata la divina vendetta li martelli""."
Inferno;XI;91_93;"""O sol che sani ogni vista turbata, tu mi contenti sì quando tu solvi, che, non men che saver, dubbiar m'aggrata."
Inferno;XI;94_96;"Ancora in dietro un poco ti rivolvi"", diss'io, ""là dove di' ch'usura offende la divina bontade, e 'l groppo solvi""."
Inferno;XI;97_99;"""Filosofia"", mi disse, ""a chi la 'ntende, nota, non pure in una sola parte, come natura lo suo corso prende"
Inferno;XI;100_102;"dal divino 'ntelletto e da sua arte; e se tu ben la tua Fisica note, tu troverai, non dopo molte carte,"
Inferno;XI;103_105;"che l'arte vostra quella, quanto pote, segue, come 'l maestro fa 'l discente; sì che vostr'arte a Dio quasi è nepote."
Inferno;XI;106_108;"Da queste due, se tu ti rechi a mente lo Genesì dal principio, convene prender sua vita e avanzar la gente;"
Inferno;XI;109_111;e perché l'usuriere altra via tene, per sé natura e per la sua seguace dispregia, poi ch'in altro pon la spene.
Inferno;XI;112_114;"Ma seguimi oramai, che 'l gir mi piace; ché i Pesci guizzan su per l'orizzonta, e 'l Carro tutto sovra 'l Coro giace,"
Inferno;XI;115;"e 'l balzo via là oltra si dismonta""."
Inferno;XII;1_3;Era lo loco ov'a scender la riva venimmo, alpestro e, per quel che v'er'anco, tal, ch'ogne vista ne sarebbe schiva.
Inferno;XII;4_6;Qual è quella ruina che nel fianco di qua da Trento l'Adice percosse, o per tremoto o per sostegno manco,
Inferno;XII;7_9;che da cima del monte, onde si mosse, al piano è sì la roccia discoscesa, ch'alcuna via darebbe a chi sù fosse:
Inferno;XII;10_12;"cotal di quel burrato era la scesa; e 'n su la punta de la rotta lacca l'infamïa di Creti era distesa"
Inferno;XII;13_15;"che fu concetta ne la falsa vacca; e quando vide noi, sé stesso morse, sì come quei cui l'ira dentro fiacca."
Inferno;XII;16_18;"Lo savio mio inver' lui gridò: ""Forse tu credi che qui sia 'l duca d'Atene, che sù nel mondo la morte ti porse?"
Inferno;XII;19_21;"Pàrtiti, bestia, ché questi non vene ammaestrato da la tua sorella, ma vassi per veder le vostre pene""."
Inferno;XII;22_24;Qual è quel toro che si slaccia in quella c'ha ricevuto già 'l colpo mortale, che gir non sa, ma qua e là saltella,
Inferno;XII;25_27;"vid'io lo Minotauro far cotale; e quello accorto gridò: ""Corri al varco; mentre ch'e' 'nfuria, è buon che tu ti cale""."
Inferno;XII;28_30;Così prendemmo via giù per lo scarco di quelle pietre, che spesso moviensi sotto i miei piedi per lo novo carco.
Inferno;XII;31_33;"Io gia pensando; e quei disse: ""Tu pensi forse a questa ruina, ch'è guardata da quell'ira bestial ch'i' ora spensi."
Inferno;XII;34_36;Or vo' che sappi che l'altra fïata ch'i' discesi qua giù nel basso inferno, questa roccia non era ancor cascata.
Inferno;XII;37_39;Ma certo poco pria, se ben discerno, che venisse colui che la gran preda levò a Dite del cerchio superno,
Inferno;XII;40_42;da tutte parti l'alta valle feda tremò sì, ch'i' pensai che l'universo sentisse amor, per lo qual è chi creda
Inferno;XII;43_45;"più volte il mondo in caòsso converso; e in quel punto questa vecchia roccia, qui e altrove, tal fece riverso."
Inferno;XII;46_48;"Ma ficca li occhi a valle, ché s'approccia la riviera del sangue in la qual bolle qual che per vïolenza in altrui noccia""."
Inferno;XII;49_51;Oh cieca cupidigia e ira folle, che sì ci sproni ne la vita corta, e ne l'etterna poi sì mal c'immolle!
Inferno;XII;52_54;"Io vidi un'ampia fossa in arco torta, come quella che tutto 'l piano abbraccia, secondo ch'avea detto la mia scorta;"
Inferno;XII;55_57;e tra 'l piè de la ripa ed essa, in traccia corrien centauri, armati di saette, come solien nel mondo andare a caccia.
Inferno;XII;58_60;"Veggendoci calar, ciascun ristette, e de la schiera tre si dipartiro con archi e asticciuole prima elette;"
Inferno;XII;61_63;"e l'un gridò da lungi: ""A qual martiro venite voi che scendete la costa? Ditel costinci; se non, l'arco tiro""."
Inferno;XII;64_66;"Lo mio maestro disse: ""La risposta farem noi a Chirón costà di presso: mal fu la voglia tua sempre sì tosta""."
Inferno;XII;67_69;"Poi mi tentò, e disse: ""Quelli è Nesso, che morì per la bella Deianira, e fé di sé la vendetta elli stesso."
Inferno;XII;70_72;"E quel di mezzo, ch'al petto si mira, è il gran Chirón, il qual nodrì Achille; quell'altro è Folo, che fu sì pien d'ira."
Inferno;XII;73_75;"Dintorno al fosso vanno a mille a mille, saettando qual anima si svelle del sangue più che sua colpa sortille""."
Inferno;XII;76_78;Noi ci appressammo a quelle fiere isnelle: Chirón prese uno strale, e con la cocca fece la barba in dietro a le mascelle.
Inferno;XII;79_81;"Quando s'ebbe scoperta la gran bocca, disse a' compagni: ""Siete voi accorti che quel di retro move ciò ch'el tocca?"
Inferno;XII;82_84;"Così non soglion far li piè d'i morti"". E 'l mio buon duca, che già li er'al petto, dove le due nature son consorti,"
Inferno;XII;85_87;"rispuose: ""Ben è vivo, e sì soletto mostrar li mi convien la valle buia; necessità 'l ci 'nduce, e non diletto."
Inferno;XII;88_90;Tal si partì da cantare alleluia che mi commise quest'officio novo: non è ladron, né io anima fuia.
Inferno;XII;91_93;Ma per quella virtù per cu' io movo li passi miei per sì selvaggia strada, danne un de' tuoi, a cui noi siamo a provo,
Inferno;XII;94_96;"e che ne mostri là dove si guada, e che porti costui in su la groppa, ché non è spirto che per l'aere vada""."
Inferno;XII;97_99;"Chirón si volse in su la destra poppa, e disse a Nesso: ""Torna, e sì li guida, e fa cansar s'altra schiera v'intoppa""."
Inferno;XII;100_102;Or ci movemmo con la scorta fida lungo la proda del bollor vermiglio, dove i bolliti facieno alte strida.
Inferno;XII;103_105;"Io vidi gente sotto infino al ciglio; e 'l gran centauro disse: ""E' son tiranni che dier nel sangue e ne l'aver di piglio."
Inferno;XII;106_108;"Quivi si piangon li spietati danni; quivi è Alessandro, e Dïonisio fero, che fé Cicilia aver dolorosi anni."
Inferno;XII;109_111;"E quella fronte c'ha 'l pel così nero, è Azzolino; e quell'altro ch'è biondo, è Opizzo da Esti, il qual per vero"
Inferno;XII;112_114;"fu spento dal figliastro sù nel mondo"". Allor mi volsi al poeta, e quei disse: ""Questi ti sia or primo, e io secondo""."
Inferno;XII;115_117;Poco più oltre il centauro s'affisse sovr'una gente che 'nfino a la gola parea che di quel bulicame uscisse.
Inferno;XII;118_120;"Mostrocci un'ombra da l'un canto sola, dicendo: ""Colui fesse in grembo a Dio lo cor che 'n su Tamisi ancor si cola""."
Inferno;XII;121_123;"Poi vidi gente che di fuor del rio tenean la testa e ancor tutto 'l casso; e di costoro assai riconobb'io."
Inferno;XII;124_126;"Così a più a più si facea basso quel sangue, sì che cocea pur li piedi; e quindi fu del fosso il nostro passo."
Inferno;XII;127_129;"""Sì come tu da questa parte vedi lo bulicame che sempre si scema"", disse 'l centauro, ""voglio che tu credi"
Inferno;XII;130_132;che da quest'altra a più a più giù prema lo fondo suo, infin ch'el si raggiunge ove la tirannia convien che gema.
Inferno;XII;133_135;"La divina giustizia di qua punge quell'Attila che fu flagello in terra, e Pirro e Sesto; e in etterno munge"
Inferno;XII;136_138;"le lagrime, che col bollor diserra, a Rinier da Corneto, a Rinier Pazzo, che fecero a le strade tanta guerra""."
Inferno;XII;139;Poi si rivolse e ripassossi 'l guazzo.
Inferno;XIII;1_3;Non era ancor di là Nesso arrivato, quando noi ci mettemmo per un bosco che da neun sentiero era segnato.
Inferno;XIII;4_6;"Non fronda verde, ma di color fosco; non rami schietti, ma nodosi e 'nvolti; non pomi v'eran, ma stecchi con tòsco."
Inferno;XIII;7_9;Non han sì aspri sterpi né sì folti quelle fiere selvagge che 'n odio hanno tra Cecina e Corneto i luoghi cólti.
Inferno;XIII;10_12;Quivi le brutte Arpie lor nidi fanno, che cacciar de le Strofade i Troiani con tristo annunzio di futuro danno.
Inferno;XIII;13_15;"Ali hanno late, e colli e visi umani, piè con artigli, e pennuto 'l gran ventre; fanno lamenti in su li alberi strani."
Inferno;XIII;16_18;"E 'l buon maestro ""Prima che più entre, sappi che se' nel secondo girone"", mi cominciò a dire, ""e sarai mentre"
Inferno;XIII;19_21;"che tu verrai ne l'orribil sabbione. Però riguarda ben; sì vederai cose che torrien fede al mio sermone""."
Inferno;XIII;22_24;"Io sentia d'ogne parte trarre guai, e non vedea persona che 'l facesse; per ch'io tutto smarrito m'arrestai."
Inferno;XIII;25_27;Cred'ïo ch'ei credette ch'io credesse che tante voci uscisser, tra quei bronchi, da gente che per noi si nascondesse.
Inferno;XIII;28_30;"Però disse 'l maestro: ""Se tu tronchi qualche fraschetta d'una d'este piante, li pensier c'hai si faran tutti monchi""."
Inferno;XIII;31_33;"Allor porsi la mano un poco avante, e colsi un ramicel da un gran pruno; e 'l tronco suo gridò: ""Perché mi schiante?""."
Inferno;XIII;34_36;"Da che fatto fu poi di sangue bruno, ricominciò a dir: ""Perché mi scerpi? non hai tu spirto di pietade alcuno?"
Inferno;XIII;37_39;"Uomini fummo, e or siam fatti sterpi: ben dovrebb'esser la tua man più pia, se state fossimo anime di serpi""."
Inferno;XIII;40_42;Come d'un stizzo verde ch'arso sia da l'un de'capi, che da l'altro geme e cigola per vento che va via,
Inferno;XIII;43_45;"sì de la scheggia rotta usciva insieme parole e sangue; ond'io lasciai la cima cadere, e stetti come l'uom che teme."
Inferno;XIII;46_48;"""S'elli avesse potuto creder prima"", rispuose 'l savio mio, ""anima lesa, ciò c'ha veduto pur con la mia rima,"
Inferno;XIII;49_51;"non averebbe in te la man distesa; ma la cosa incredibile mi fece indurlo ad ovra ch'a me stesso pesa."
Inferno;XIII;52_54;"Ma dilli chi tu fosti, sì che 'n vece d'alcun'ammenda tua fama rinfreschi nel mondo sù, dove tornar li lece""."
Inferno;XIII;55_57;"E 'l tronco: ""Sì col dolce dir m'adeschi, ch'i' non posso tacere; e voi non gravi perch'ïo un poco a ragionar m'inveschi."
Inferno;XIII;58_60;Io son colui che tenni ambo le chiavi del cor di Federigo, e che le volsi, serrando e diserrando, sì soavi,
Inferno;XIII;61_63;che dal secreto suo quasi ogn'uom tolsi: fede portai al glorïoso offizio, tanto ch'i' ne perde' li sonni e ' polsi.
Inferno;XIII;64_66;La meretrice che mai da l'ospizio di Cesare non torse li occhi putti, morte comune e de le corti vizio,
Inferno;XIII;67_69;"infiammò contra me li animi tutti; e li 'nfiammati infiammar sì Augusto, che ' lieti onor tornaro in tristi lutti."
Inferno;XIII;70_72;L'animo mio, per disdegnoso gusto, credendo col morir fuggir disdegno, ingiusto fece me contra me giusto.
Inferno;XIII;73_75;Per le nove radici d'esto legno vi giuro che già mai non ruppi fede al mio segnor, che fu d'onor sì degno.
Inferno;XIII;76_78;"E se di voi alcun nel mondo riede, conforti la memoria mia, che giace ancor del colpo che 'nvidia le diede""."
Inferno;XIII;79_81;"Un poco attese, e poi ""Da ch'el si tace"", disse 'l poeta a me, ""non perder l'ora; ma parla, e chiedi a lui, se più ti piace""."
Inferno;XIII;82_84;"Ond'ïo a lui: ""Domandal tu ancora di quel che credi ch'a me satisfaccia; ch'i' non potrei, tanta pietà m'accora""."
Inferno;XIII;85_87;"Perciò ricominciò: ""Se l'om ti faccia liberamente ciò che 'l tuo dir priega, spirito incarcerato, ancor ti piaccia"
Inferno;XIII;88_90;"di dirne come l'anima si lega in questi nocchi; e dinne, se tu puoi, s'alcuna mai di tai membra si spiega""."
Inferno;XIII;91_93;"Allor soffiò il tronco forte, e poi si convertì quel vento in cotal voce: ""Brievemente sarà risposto a voi."
Inferno;XIII;94_96;Quando si parte l'anima feroce dal corpo ond'ella stessa s'è disvelta, Minòs la manda a la settima foce.
Inferno;XIII;97_99;"Cade in la selva, e non l'è parte scelta; ma là dove fortuna la balestra, quivi germoglia come gran di spelta."
Inferno;XIII;100_102;Surge in vermena e in pianta silvestra: l'Arpie, pascendo poi de le sue foglie, fanno dolore, e al dolor fenestra.
Inferno;XIII;103_105;Come l'altre verrem per nostre spoglie, ma non però ch'alcuna sen rivesta, ché non è giusto aver ciò ch'om si toglie.
Inferno;XIII;106_108;"Qui le strascineremo, e per la mesta selva saranno i nostri corpi appesi, ciascuno al prun de l'ombra sua molesta""."
Inferno;XIII;109_111;Noi eravamo ancora al tronco attesi, credendo ch'altro ne volesse dire, quando noi fummo d'un romor sorpresi,
Inferno;XIII;112_114;similemente a colui che venire sente 'l porco e la caccia a la sua posta, ch'ode le bestie, e le frasche stormire.
Inferno;XIII;115_117;Ed ecco due da la sinistra costa, nudi e graffiati, fuggendo sì forte, che de la selva rompieno ogni rosta.
Inferno;XIII;118_120;"Quel dinanzi: ""Or accorri, accorri, morte!"". E l'altro, cui pareva tardar troppo, gridava: ""Lano, sì non furo accorte"
Inferno;XIII;121_123;"le gambe tue a le giostre dal Toppo!"". E poi che forse li fallia la lena, di sé e d'un cespuglio fece un groppo."
Inferno;XIII;124_126;Di rietro a loro era la selva piena di nere cagne, bramose e correnti come veltri ch'uscisser di catena.
Inferno;XIII;127_129;"In quel che s'appiattò miser li denti, e quel dilaceraro a brano a brano; poi sen portar quelle membra dolenti."
Inferno;XIII;130_132;Presemi allor la mia scorta per mano, e menommi al cespuglio che piangea per le rotture sanguinenti in vano.
Inferno;XIII;133_135;"""O Iacopo"", dicea, ""da Santo Andrea, che t'è giovato di me fare schermo? che colpa ho io de la tua vita rea?""."
Inferno;XIII;136_138;"Quando 'l maestro fu sovr'esso fermo, disse ""Chi fosti, che per tante punte soffi con sangue doloroso sermo?""."
Inferno;XIII;139_141;"Ed elli a noi: ""O anime che giunte siete a veder lo strazio disonesto c'ha le mie fronde sì da me disgiunte,"
